a.m.,เอเอ็ม,ก่อนเที่ยง
people,พี๊เพิ่ล,ประชาชน
pepper,เพพเพอะ,พริกไทย
per,เพอร์,ต่อ
percieve,เพอร์ซี๊ฝ,"รับรู้,เข้าใจ"
perfect,เพ๊อร์เฟ็คท,"สมบูรณ์,ดีเลิศ"
perform,เพอร์ฟอร์ม,"แสดง,การกระทำ"
perfume,เพอร์ฟูม,น้ำหอม
perhaps,เพอร์แฮพส์,บางที
peril,เพ๊อริล,"หายนะ,อันตราย"
period,พี๊เหรียด,"สมัย,ช่วง"
periphery,เพอริ๊เพอรี่,"รอบนอก,เส้นรอบวง"
perish,เพ๊อริ๊ช,"ตาย,สูญสิ้น"
permanent,เพ๊อร์มาเน้นท,"ถาวร,ยืนยง"
permit,เพ๊อร์หมิท,"อนุญาต,ยอม"
persist,เพอร์ซิสท,ยืนกราน
person,เพ๊อร์ซั่น,บุคคล
personality,เพอร์ซันแน๊ลิที่,บุคคลิกลักษณะ
perspective,เพอร์สเพ๊คถีฝ,ภาพสามมิติ
persuade,เพอร์ซูเอด,"ชักจูง,โน้มน้าว"
pest,เพสท,แมลง
pet,เพ๊ท,สัตว์เลี้ยง
petition,เพทิ๊ชั่น,"อ้อนวอน,ฎีกา"
petroleum,พิโทร๊เลี่ยม,น้ำมันดิบ
pharmacist,ฟาร์ มะซิสทฺ,เภสัชกร
pharmacy,ฟ๊าร์มาซี,ร้านขายยา
phase,เฟส,ระยะ
phenomenon,ฟีโน๊มิน่อน,ปรากฏการณ์
philanthropy,ฟิแล๊นโธรพี่,ใจบุญ
philosophy,ฟิโล๊โซฟี่,ปรัชญา
phoenix,ฟี๊หนิกซ์,นกที่ตายเป็นเถ้าถ่านแล้วฟื้นใหม่ได้
phone,โฟน,โทรศัพท์
photograph,โฟ๊โทกร๊าฟ,รูปถ่าย
photographer,ฟะท๊อกกระเฟอะ,ช่างถ่ายรูป
phrase,เฟรส,"วลี,ถ้อยคำ"
physical,ฟิ๊สิคอล,"ในทางร่างกาย,ทางวัตถุ"
pick,พิค,หยิบ
pickle,พิ๊คเคิ้ล,ของดอง
picnic,พิ๊คนิค,ทานอาหารกลางแจ้ง
picture,พิ๊คเจ้อร์,ภาพ
Pie,ไพ, ขนมพาย
piece,พี๊ซ,"ชิ้น,อัน"
pig,พิก,หมู
pigdlet,พิ๊กเลิท,ลูกหมู
piglet,พิ๊กเลิท,ลูกหมู
pile,ไพล์,เสาเข็ม
pill,พิลล์,ยาเม็ด
pillar,พิ๊ลล่าร์,"เสา,หลัก"
pillow,พิ๊ลโละ,หมอน
pilot,ไพ๊เลิท,นักบิน
pineapple,ไพ๊แนพเพิล,สัปปะรด
pink,พิงค,สีชมพู
pioneer,ไพโอเนียร์,ผู้บุกเบิก
pipe,ไพพ,ท่อ
pirate,ไพ๊เหรท,"โจรสลัด,ของเถื่อน"
pistol,พิ๊สท่อล,ปืนพก
piston,พิ๊สทั่น,ลูกสูบ
pity,พิ๊ที่,สงสาร
pizza,พิ๊ซซะ,พิซซ่า
place,เพลส,สถานที่
plain,เพลน,"เรียบ,ง่ายๆ,ธรรมดา"
plan,แพลน,"แผนการ,แผนผัง"
plane,เพลน,"เครื่องบิน,พื้นราบ"
planet,แพล๊เหน็ท,ดาวเคราะห์
plant,แพล๊นท,"ปลูก,สร้าง,โรงงาน"
plate,เพล๊ท,แผ่นโลหะ
plateau,แพลโท,ที่ราบสูง
platform,แพล๊ทฟอร์ม,"แท่น,ชานชลา"
play,เพลย์,เล่น
player,เพลย์เออะ,นักกีฬา
playground,เพล๊เกราด,สนามเด็กเล่น
plaza,พล๊าซ่า,"ลาน,ตลาด"
please,พลีซ,"พอใจ,ได้โปรด"
plenty,เพล๊นที่,"มากมาย,สมบูรณ์"
plot,พล๊อท,"แผน,อุบาย,เคล้าโคลง"
plug,พลั๊ก,"อุด,เสียบ"
plumber,พลั๊มเมอะ,ช่างประปา
plunger,พลันเจอร์,อุปกรณ์ปั๊มกรณีท่อน้ำตัน
plural,พลู๊ร่อล,พหูพจน์
plus,พลัส,บวก
ply,พลาย,ชั้น
pneumatic,นิวแม๊ถิค,เกี่ยวกับลม
pocket,พ๊อคเค่ท,กระเป๋า
podium,โพ๊เดี้ยม,"แท่น,ฐาน"
poet,โพ๊เอ๊ท,กวี
poetry,โพเอ๊ทรี่,"กลอน,โคลง"
point,พ๊อยท์,"ชี้,จุด,ประเด็น"
poison,พ๊อยซั่น,"ยาพิษ,วางยาพิษ"
polar,โพ๊ล่าร์,ขั้ว
polar bear,โพ๊ละ แบ,หมีขั้วโลก
pole,โพล,"ขั้วโลก,ขั้วแม่เหล็ก"
police,โพ ลิช,ตํารวจ
policeman,พะลิ๊สเมิน,ตำรวจ
policy,โพ๊ลิซี,นโยบาย
polish,โพ๊ลิช,ขัดเงา
polite,โพไล๊ท,สุภาพ
political,โพลิทิ๊ค่อล,การเมือง
politician,พอลลิทิ เชียน,นักการเมือง
poll,โพลล,สำรวจความคิดเห็น
pollution,พอลลู๊ชั่น,มลภาวะเป็นพิษ
polo,โพ๊โล,โปโล
poly-,โพลี่-,หลากหลาย
pool,พูล,"บ่อน้ำ,การรวมกำลังกัน"
poor,พัวร์,"ยากจน,ขัดสน,แย่"
popcorn,พ็อพคอน,ข้าวโพดคั่ว
pope,โพ๊พ,สันตะปาปา
popular,พ๊อพพิวล่าร์,เป็นที่นิยมกันทั่วไป
pore,พอ,รูขุมขน
pork,พ๊อร์ค,เนื้อหมู
port,ผอร์ท,"ท่าเรือ,เมืองท่า,ประตูใหญ่"
portion,พ๊อร์ชั่น,"ส่วน,แบ่ง"
portrait,พ๊อร์ทเถรท,รูปคน
pose,โพส,"วางท่า,ตั้งคำถาม"
position,โพซิ๊ชั่น,"ตำแหน่ง,ที่มั่น"
positive,โพ๊สิถีฝ,"บวก,ในทางที่ดี"
possess,โพเซสส,เป็นเจ้าของ
possible,พ๊อซซิเบิ้ล,เป็นไปได้
post,โพสท,"ประกาศ,ไปรษณีย์"
post-,โพสท-,หลังจาก
postman,โพ๊สทเมิน,บุรุษไปรษณีย์
postpone,โพสท์โพน,เลื่อนไป
pot,พ๊อท,หม้อ
potato,โพเท๊โต้,มันฝรั่ง
potential,โพเท๊นเชี่ยล,ศักยภาพ
potty,พอทที,กระโถนสำหรับเด็ก
pour,พาว,"เท,ราด"
poverty,พ๊อฝเฝอร์ที่,ความจน
powder,พ๊าวเด้อร์,"แป้ง,ฝุ่น"
power,พ๊าวเว่อร์,"กำลัง,แรง,อำนาจ"
practical,แพร๊คทิค่อล,ปฏิบัติได้จริง
practice,แพร๊คทิ๊ซ,"ปฏิบัติ,ฝึกฝน"
praise,เพรส,"สรรเสริญ,ยกยอ"
pray,เพรย์,"สวด,ภาวนา"
pre-,พรี-,"ก่อน,ล่วงหน้า"
preach,พรี๊ช,เทศนา
precede,พรีซี๊ด,"มาก่อน,สำคัญกว่า"
precious,พรีเชี๊ยส,มีค่า
precise,พรีไซ๊ส,"แน่นอน,เที่ยงตรง"
predict,พรีดิ๊คท,ทำนาย
preface,พรี๊เฟซ,คำนำ
prefer,พรีเฟอร์,ชอบมากกว่า
prefix,พรีฟิ๊ก,คำเติมหน้า
pregnant,เพร๊กแน๊นท,ตั้งท้อง
prejudice,พรี๊จัดดิซ,อคติ
premature,พรีเมเจ้อร์,ก่อนกำหนด
premier,พรี๊เหมี่ยร์,"สูงสุด,ที่หนึ่ง"
premium,พรี๊เมี่ยม,พิเศษ
prepare,พรีแพร์,ตระเตรียม
prescribe,เพรสไคร์บ,"กำหนด,แนะนำ"
present,เพร๊สเซ่นท,"ปัจจุบัน,ของขวัญ"
preserve,พรีเซิ๊ร์ฝ,เก็บรักษา
president,เพร๊สซิเด้นท,"ประธานาธิบดี,ประธาน"
press,เพรส,"กด,สื่อ(หนังสือพิมพ์)"
prestige,เพรสถี๊จ,"ศักดิ์ศรี,ชื่อเสียง"
presume,พรีซูม,สันนิษฐาน
pretend,พรีเท็นด์,เสแสร้ง
pretty,พริ๊ทที่,"สวย,เก๋"
Pretzel ,เพรทเสล,ขนมปังเพรทเซล
prevent,พรีเฝ๊นท,ป้องกัน
preview,พรี๊ฝิว,ดูก่อน
previous,พรี๊เฝี๊ยส,"ก่อน,แต่ก่อน"
prey,เพรย์,เหยื่อ
price,ไพร๊ซ์,ราคา
pride,ไพรด์,ภูมิใจ
priest,พรีซทฺ,นักบวชสอนศาสนา
primal,ไพร๊ม่อล,แต่แรก
primary,ไพร๊มารี่,ปฐม
prime,ไพร์ม,สำคัญ
primitive,พรี๊มิถีฝ,"เก่าแก่,พ้นสมัย"
prince,พริ๊นซ์,เจ้าชาย
principal,พริ๊นซิพ่อล,ครูใหญ่
principal’s room,พริ๊นซิเพิลส รูม,ห้องผู้อำนวยการ
principle,พริ๊นซิเพิ่ล,"หลัก,กฎ"
print,พริ๊นท,พิมพ์
prior,ไพร๊เอ่อร,ก่อน
prison,พริ๊ซั่น,คุก
private,ไพร๊เฝท,ส่วนตัว
privilege,พริ๊ฝิเหลจ,สิทธิพิเศษ
prize,ไพร๊ซ์,รางวัล
pro-,โพร-,"ชอบ,สนับสนุน"
probation,โพร๊เบชั่น,ทัณฐ์บน
probe,โพร๊บ,สอบสวน
problem,โพร๊เบล่ม,ปัญหา
procedure,โพซิ๊เดอร์,"การปฏิบัติ,พฤติการณ์"
proceed,โพรซี๊ด,"เนื่องมา,ต่อไป"
process,โพร๊เซสส,กระบวนการ
proclaim,โพรเคลม,ป่าวประกาศ
procure,โพรเคียว,"จัดหา,หาได้"
produce,โพรดิ๊วซ,ผลิต
product,โพร๊ดัคท,ผลิตภัณฑ์
productive,โพรดั๊คถีฝ,เกิดผล
professional,โปรเฟ๊สชั่นน่อล,"มืออาชีพ,โดยอาชีพ"
professor,เพรอะเฟ๊สเซอะ,อาจารย์
profile,โพร๊ไฟล์,ประวัติย่อๆ
